Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
JAPON|TECUN UMAN|01/09/2012| 87112090|2006|HONDA|REBEL CMX250C|250|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10796.58|1295.59|
COREA DEL SUR|TECUN UMAN|01/09/2012| 87032369|2006|KIA|SPECTRA 5|2000|LIVIANO|CAMIONETILLA|OCASIONAL|GASOLINA|5|4|0|20933.76|2512.05|
JAPON|TECUN UMAN|01/09/2012| 87032269|2003|TOYOTA|ECHO|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|23346.34|2801.56|
JAPON|EL CARMEN|03/09/2012| 87043151|1994|TOYOTA|DLX X/C 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|22133.8|2656.06|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
CHINA|CENTRAL DE GUATEMALA|06/09/2012| 87112090|2012|ITALIKA|AT110|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|375095.28|45011.43|
ESTADOS UNIDOS|PUERTO BARRIOS|31/08/2012| 87032369|2010|MAZDA|3|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|25074.92|3008.99|
JAPON|EL CARMEN|30/08/2012| 87032379|2005|SCION|TC SPORT COUPE|2400|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|2|0|34120.93|4094.51|
SUECIA|EL CARMEN|30/08/2012| 87032369|2004|VOLVO|S40 1.9T|1900|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|15632.15|1875.86|
ESTADOS UNIDOS|PUERTO BARRIOS|30/08/2012| 87032379|2011|MAZDA|CX-7 4X2|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|52133.61|6256.03|
ESTADOS UNIDOS|TECUN UMAN|31/08/2012| 87163900|1997|UTILITY|VS2DC|0|PESADO|FURGON|OCASIONAL|OTROS|0|2|20|32295.86|5611.73|
ESTADOS UNIDOS|EL CARMEN|31/08/2012| 87042151|1991|FORD|F-350  4X2|7300|LIVIANO|PICK UP|OCASIONAL|DIESEL|2|2|1|72334.67|8680.16|
ESTADOS UNIDOS|TECUN UMAN|01/09/2012| 87032369|2004|TOYOTA|COROLLA LE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|27082.8|3249.94|
ESTADOS UNIDOS|TECUN UMAN|03/09/2012| 87043151|2001|TOYOTA|TACOMA DOBLE CAB 4X4 V6|3400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|5|4|1|55858.02|6702.96|
JAPON|EL CARMEN|06/09/2012| 87043151|1992|TOYOTA|DLX X/C 4X4|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|41277.12|4953.25|
INDIA|PUERTO QUETZAL|07/09/2012| 87032190|2013|HYUNDAI|EON|814|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|5|0|52262.67|6271.52|
JAPON|TECUN UMAN|07/09/2012| 87042290|2004|MITSUBISHI|FUSO FH|5860|PESADO|CAMION|OCASIONAL|DIESEL|3|2|10|66654.02|7998.48|
ESTADOS UNIDOS|TECUN UMAN|07/09/2012| 87163900|1979|TRIM|S/L|0|PESADO|PLATAFORMA|OCASIONAL|OTROS|0|0|20|26597.52|6170.62|
JAPON|EL CARMEN|07/09/2012| 87043151|1994|TOYOTA|DLX X/C 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|23873.67|2864.84|
CANADA|CENTRAL DE GUATEMALA|28/08/2012| 87032369|2012|HONDA|CIVIC EX|1800|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|2|0|136157.9|16338.95|
JAPON|TECUN UMAN|27/08/2012| 87032369|2011|MAZDA|3I|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|48659.42|5839.13|
ESTADOS UNIDOS|PUERTO BARRIOS|28/08/2012| 87032369|2010|CHEVROLET|AVEO LT|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|16256.18|1950.74|
MEXICO|TECUN UMAN|30/08/2012| 87163900|2012|MG GAMI|NA|0|PESADO|FURGON|OCASIONAL|OTROS|0|0|35|311665.4|37399.85|
MEXICO|CENTRAL DE GUATEMALA|29/08/2012| 87032369|2013|NISSAN|TIIDA C11|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|83021.29|9962.55|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|29/08/2012| 87032379|2006|VOLVO|S40|2400|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|19107.44|2292.89|
JAPON|CENTRAL DE GUATEMALA|30/08/2012| 87032369|2012|TOYOTA|COROLLA GLI|1798|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|222455.05|26694.61|
JAPON|CENTRAL DE GUATEMALA|30/08/2012| 87032369|2012|TOYOTA|COROLLA GLI|1798|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|222455.05|26694.61|
BRASIL|EL CARMEN|29/08/2012| 87112090|2007|HONDA|CRF 230F|230|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|17719.97|2126.4|
BRASIL|EL CARMEN|29/08/2012| 87112090|2003|HONDA|CRF 230 F|223|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|9117.66|1094.12|
JAPON|EL CARMEN|29/08/2012| 87043151|1994|TOYOTA|4X2 BASE|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|17482.12|2097.85|
JAPON|CENTRAL DE GUATEMALA|30/08/2012| 87032269|2013|TOYOTA|YARIS|1497|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|88243.09|10589.17|
ESTADOS UNIDOS|PUERTO BARRIOS|29/08/2012| 87032369|2011|FORD|FOCUS SE|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|20891.33|2506.96|
JAPON|CENTRAL DE GUATEMALA|30/08/2012| 87021070|2013|TOYOTA|HI ACE|2494|PESADO|MICROBUS|DISTRIBUIDOR|DIESEL|16|4|0|160803.81|19296.46|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|29/08/2012| 87032369|2007|HONDA|CIVIC EX|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|2|0|34567.82|4148.14|
JAPON|EL CARMEN|29/08/2012| 87032369|2010|MAZDA|MAZDA 3 i|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|40664.76|4879.77|
ESTADOS UNIDOS|PUERTO BARRIOS|29/08/2012| 87032369|2004|MAZDA|3|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|24490.83|2938.9|
TAILANDIA|CENTRAL DE GUATEMALA|30/08/2012| 87042159|2013|MITSUBISHI|L200 GLS 4WD|2477|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|175084.25|21010.11|
JAPON|TECUN UMAN|31/08/2012| 87043159|1991|TOYOTA|STD 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|16159.11|1939.09|
JAPON|EL CARMEN|31/08/2012| 87032470|2002|SUZUKI|GRAND VITARA 4X4 JLX|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|29632.99|3555.96|
JAPON|TECUN UMAN|31/08/2012| 87042290|1995|HINO|FA1415 TURBO INTERCOOLER|3800|PESADO|CAMION|OCASIONAL|DIESEL|3|2|6|49160.57|5899.27|
MEXICO|TECUN UMAN|31/08/2012| 87032369|2003|NISSAN|SENTRA XE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|21807.65|2616.92|
BRASIL|TECUN UMAN|31/08/2012| 87112090|2005|HONDA|CRF230F5|223|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|20814.91|2497.79|
ESTADOS UNIDOS|TECUN UMAN|01/09/2012| 87163900|1998|WABASH|WABASH|0|PESADO|FURGON|OCASIONAL|OTROS|0|1|25|20020.14|4644.67|
ESTADOS UNIDOS|PUERTO BARRIOS|31/08/2012| 87032369|2006|HONDA|CIVIC LX|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|23706.39|2844.77|
JAPON|EL CARMEN|03/09/2012| 87043151|1987|TOYOTA|STANDARD 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|28105.15|3372.62|
JAPON|PUERTO QUETZAL|03/09/2012| 87032190|1999|TOYOTA|VITZ|997|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|3|0|20939.53|2512.74|
ESTADOS UNIDOS|PUERTO BARRIOS|03/09/2012| 87032369|2004|HONDA|CIVIC VP|1700|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|2|0|13256.4|1590.77|
ESTADOS UNIDOS|TECUN UMAN|24/08/2012| 87012000|2007|FREIGHTLINER|COLUMBIA CL120064ST|14000|PESADO|CABEZAL|OCASIONAL|DIESEL|2|2|15|200078.64|24009.44|
ESTADOS UNIDOS|EL CARMEN|24/08/2012| 87032379|2004|NISSAN|XTERRA 4X2 XE|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|37574.01|4508.88|
JAPON|EL CARMEN|24/08/2012| 87032369|2002|MAZDA|PROTEGE LX|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|15780.29|1893.63|
ESTADOS UNIDOS|EL CARMEN|26/08/2012| 87043151|1994|TOYOTA|DX XTRA CAB 4X4|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|26116.11|3133.93|
JAPON|EL CARMEN|28/08/2012| 87032369|2006|MAZDA|3|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|27621.26|3314.55|
CHINA|PUERTO QUETZAL|29/08/2012| 87112090|2012|FREEDOM|FIRE125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|965992.09|115919.05|
CHINA|PUERTO QUETZAL|29/08/2012| 87112090|2012|FREEDOM|FIRE125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|965992.09|115919.05|
CHINA|PUERTO QUETZAL|29/08/2012| 87112090|2012|FREEDOM|FIRE125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|965992.09|115919.05|
CHINA|PUERTO QUETZAL|29/08/2012| 87112090|2012|FREEDOM|FIRE125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|965992.09|115919.05|
CHINA|PUERTO QUETZAL|29/08/2012| 87112090|2012|FREEDOM|FIRE125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|965992.09|115919.05|
CHINA|PUERTO QUETZAL|29/08/2012| 87112090|2012|FREEDOM|FIRE125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|965992.09|115919.05|
CHINA|PUERTO QUETZAL|29/08/2012| 87112090|2012|FREEDOM|FIRE125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|965992.09|115919.05|
CHINA|PUERTO QUETZAL|29/08/2012| 87112090|2012|FREEDOM|FIRE125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|965992.09|115919.05|
CHINA|PUERTO QUETZAL|29/08/2012| 87112090|2012|FREEDOM|FIRE125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|965992.09|115919.05|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|30/08/2012| 87032369|2005|AUDI|A4|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|4|2|0|30589.81|3670.78|
ESTADOS UNIDOS|PUERTO BARRIOS|30/08/2012| 87043151|1993|TOYOTA|4X4|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|3|2|1|19631.44|2355.77|
MEXICO|CENTRAL DE GUATEMALA|03/09/2012| 87032369|2013|NISSAN|TIIDA C11|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|83091.45|9970.97|
ESTADOS UNIDOS|PUERTO BARRIOS|30/08/2012| 87032373|2006|KIA|SPORTAGE EX V6 4X4|2700|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|35159.87|4219.18|
JAPON|SANTO TOMAS DE CASTILLA|04/09/2012| 87043151|1988|TOYOTA|4X4|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|3|2|1|31861.71|3823.41|
ESTADOS UNIDOS|TECUN UMAN|07/09/2012| 87043151|1996|TOYOTA|TACOMA 4X4 X/C|2700|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|31396.23|3767.55|
ESTADOS UNIDOS|TECUN UMAN|07/09/2012| 87012000|2001|FREIGHTLINER|FLC120 CENTURY CLASS|12700|PESADO|CABEZAL|OCASIONAL|DIESEL|2|2|15|71808.57|8617.03|
ESTADOS UNIDOS|PUERTO BARRIOS|06/09/2012| 87032369|2002|MAZDA|PROTEGE ES|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|11682.5|1401.9|
TAILANDIA|PUERTO QUETZAL|05/09/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|3198|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|439309.67|52717.16|
TAILANDIA|PUERTO QUETZAL|05/09/2012| 87042159|2013|MAZDA|BT-50 4X4 FREESTYLE|2198|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|4|4|1|376528.82|45183.46|
TAILANDIA|PUERTO QUETZAL|05/09/2012| 87042159|2013|MAZDA|BT-50 4X4 FREESTYLE|2198|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|4|4|1|376528.82|45183.46|
TAILANDIA|PUERTO QUETZAL|05/09/2012| 87042159|2013|MAZDA|BT-50 4X4 DOBLE CABINA|2198|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|172866.41|20743.97|
JAPON|EL CARMEN|05/09/2012| 87043151|1991|TOYOTA|STD 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|21415.08|2569.81|
MEXICO|TECUN UMAN|05/09/2012| 87019000|2012|JOHN DEERE|TRACTOR 7425|6800|PESADO|TRACTOR AGRICOLA|OCASIONAL|DIESEL|1|0|0|448117.98|53774.16|
MEXICO|TECUN UMAN|05/09/2012| 87019000|2012|JOHN DEERE|TRACTOR 7425|6800|PESADO|TRACTOR AGRICOLA|OCASIONAL|DIESEL|1|0|0|448117.98|53774.16|
MEXICO|TECUN UMAN|05/09/2012| 87019000|2012|JOHN DEERE|TRACTOR 7425|6800|PESADO|TRACTOR AGRICOLA|OCASIONAL|DIESEL|1|0|0|448117.98|53774.16|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
INDIA|PUERTO QUETZAL|05/09/2012| 87112020|2012|TVS|KING 4S PETROL|200|LIVIANO|TRIMOTO|OCASIONAL|GASOLINA|3|2|0|477308.88|57277.07|
ESTADOS UNIDOS|TECUN UMAN|05/09/2012| 87043151|1994|TOYOTA|4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|23189.25|2782.71|
ESTADOS UNIDOS|PUERTO BARRIOS|06/09/2012| 87032379|2010|BMW|328i|3000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|72755.32|8730.64|
ESTADOS UNIDOS|CENTRAL DE GUATEMALA|06/09/2012| 871190002003|2009|HARLEY-DAVIDSON|FXDFSE DYNA|1800|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|236116.45|28333.97|
COLOMBIA|CENTRAL DE GUATEMALA|06/09/2012| 87032363|2013|RENAULT|DUSTER|1998|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|113867.48|13664.1|
ESTADOS UNIDOS|PUERTO BARRIOS|06/09/2012| 87032369|2002|KIA|RIO|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|13452.1|1614.25|
MEXICO|PUERTO BARRIOS|06/09/2012| 87032369|2002|NISSAN|SENTRA GXE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|13724.34|1646.92|
JAPON|EL CARMEN|06/09/2012| 87032369|2008|MITSUBISHI|LANCER DE|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|27937.12|3352.45|
ESTADOS UNIDOS|TECUN UMAN|01/09/2012| 87042290|1995|INTERNATIONAL|4900 4X2 DT466|7600|PESADO|CAMION|OCASIONAL|DIESEL|2|2|6|47404.83|5688.58|
ESTADOS UNIDOS|TECUN UMAN|01/09/2012| 87043151|1997|FORD|RANGER XL|2300|LIVIANO|PICK UP|OCASIONAL|GASOLINA|3|2|1|37688.71|4522.65|
ESTADOS UNIDOS|TECUN UMAN|01/09/2012| 87032373|2002|MAZDA|TRIBUTE LX 4X4|3000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|19702.36|2364.28|
FRANCIA|EL CARMEN|01/09/2012| 87042290|1990|MACK|MS200|6800|PESADO|CAMION FURGON |OCASIONAL|DIESEL|3|2|10|107211.03|12865.32|
SUECIA|TECUN UMAN|01/09/2012| 87032379|2003|VOLVO|S60|2435|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|16556.34|1986.76|
ESTADOS UNIDOS|TECUN UMAN|02/09/2012| 87032152|2004|YAMAHA|YFM35FAS BRUIN 350 4X4|348||CUATRIMOTO|OCASIONAL|GASOLINA|2|0|0|30824.66|3698.96|
COREA DEL SUR|CENTRAL DE GUATEMALA|04/09/2012| 87032259|2013|KIA|PICANTO LX|1200|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|5|0|54266.97|6512.04|
ESTADOS UNIDOS|TECUN UMAN|03/09/2012| 87032269|2004|TOYOTA|COROLLA CE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|39483.85|4738.06|
ESTADOS UNIDOS|TECUN UMAN|27/08/2012| 87032470|2003|FORD|EXPLORER XLT 4X4|4600|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|31695.87|3803.5|
BRASIL|EL CARMEN|27/08/2012| 87112090|2006|HONDA|CRF150F|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|1|0|0|14123.1|1694.77|
BRASIL|EL CARMEN|27/08/2012| 87112090|2006|HONDA|CRF150F|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|14123.1|1694.77|
TAILANDIA|PUERTO QUETZAL|03/09/2012| 87042159|2013|TOYOTA|HI LUX|2494|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|256141.64|30737|
TAILANDIA|PUERTO QUETZAL|03/09/2012| 87042159|2013|TOYOTA|HI LUX|2494|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|256141.64|30737|
TAILANDIA|CENTRAL DE GUATEMALA|29/08/2012| 87042159|2013|NISSAN|NAVARA D40 4X4 D/C|2500|LIVIANO|PICK UP|OCASIONAL|DIESEL|5|4|1|162867.43|19544.09|
