Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
JAPON|TECUN UMAN|15/08/2012| 87043151|1985|TOYOTA|4X4 STD|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|3|2|1|36017.24|4322.07|
ESTADOS UNIDOS|TECUN UMAN|15/08/2012| 87043159|2004|CHEVROLET|COLORADO LS Z71 CREW CAB|3500|LIVIANO|PICK UP|OCASIONAL|GASOLINA|5|4|1|40196.69|4823.6|
JAPON|EL CARMEN|16/08/2012| 87043151|1984|TOYOTA|DLX XTRA CAB 4X4 STD|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|26997.19|3239.66|
ESTADOS UNIDOS|PUERTO BARRIOS|15/08/2012| 87032470|2007|KIA|SORENTO LX 4X4|3800|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|35686.66|4282.4|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|15/08/2012| 87032369|2011|MAZDA|3|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|30184.9|3622.19|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|17/08/2012| 87019000|1994|JOHN DEERE|4960 4X4|6800|PESADO|TRACTOR AGRICOLA|OCASIONAL|DIESEL|1|1|0|466547.72|55985.73|
COLOMBIA|CENTRAL DE GUATEMALA|16/08/2012| 87032363|2013|RENAULT|DUSTER|1998|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|112167.45|13460.09|
REINO UNIDO|CENTRAL DE GUATEMALA|16/08/2012| 87032369|2013|NISSAN|Qashqai J10|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|134306.79|16116.81|
JAPON|EL CARMEN|16/08/2012| 87032374|2003|MAZDA|MPV LX|3000|LIVIANO|MICROBUS|OCASIONAL|GASOLINA|7|4|0|18340.36|2200.84|
ARGENTINA|CENTRAL DE GUATEMALA|20/08/2012| 87042159|2012|VOLKSWAGEN|AMAROK|2000|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|5|4|1|179533.65|21544.04|
MEXICO|CENTRAL DE GUATEMALA|17/08/2012| 87032373|2012|HONDA|CRV EX-L 4X4|2400|LIVIANO|CAMIONETA|DISTRIBUIDOR|GASOLINA|5|5|0|176309.99|21157.2|
JAPON|EL CARMEN|16/08/2012| 87043151|1985|TOYOTA|4X4 SR5|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|28179.61|3381.55|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
CHINA|PUERTO QUETZAL|08/08/2012| 87112090|2012|YAMAHA|YW100CF|100|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|514015.36|61681.84|
ESTADOS UNIDOS|TECUN UMAN|11/08/2012| 87042290|2006|INTERNATIONAL|7600 4X2|10800|PESADO|CAMION|OCASIONAL|DIESEL|2|2|15|140090.15|16810.82|
ESTADOS UNIDOS|TECUN UMAN|18/08/2012| 87043151|1996|TOYOTA|TOYOTA TACOMA  4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|41730.71|5007.69|
JAPON|TECUN UMAN|18/08/2012| 87032369|2004|MITSUBISHI|LANCER ES|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|20310.02|2437.2|
JAPON|EL CARMEN|18/08/2012| 87043151|1984|TOYOTA|STANDARD 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|17751.59|2130.19|
JAPON|EL CARMEN|18/08/2012| 87043151|1987|TOYOTA|4X2 XTRA CAB DLX|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|19719.61|2366.35|
ESTADOS UNIDOS|TECUN UMAN|18/08/2012| 87043151|1997|NISSAN|XE 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|17476.06|2097.13|
BRASIL|TECUN UMAN|18/08/2012| 87032369|2002|VOLKSWAGEN|GOLF GLS|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|31330.96|3759.72|
CANADA|TECUN UMAN|18/08/2012| 87032369|2005|HONDA|CIVIC EX|1700|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|30937.35|3712.48|
JAPON|TECUN UMAN|18/08/2012| 87043151|1991|TOYOTA|4X4|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|21136.59|2536.39|
JAPON|TECUN UMAN|19/08/2012| 87043151|1989|TOYOTA|STD 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|3|2|1|25033.28|3003.99|
JAPON|EL CARMEN|18/08/2012| 87043151|1987|TOYOTA|4X4 STD|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|28575.72|3429.09|
JAPON|EL CARMEN|19/08/2012| 87043151|1989|TOYOTA|DLX STD 4X4|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|21884.44|2626.13|
JAPON|EL CARMEN|19/08/2012| 87032369|2009|MAZDA|3 I|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|19812.27|2377.47|
REINO UNIDO|CENTRAL DE GUATEMALA|20/08/2012| 87032369|2013|NISSAN|Qashqai J10|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|134270.95|16112.51|
JAPON|PUERTO BARRIOS|20/08/2012| 87032379|2005|SUZUKI|GRAND VITARA V6 4X2|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|28211.44|3385.37|
ESTADOS UNIDOS|PUERTO BARRIOS|08/08/2012| 87032369|2002|MITSUBISHI|LANCER|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|15209.68|1825.16|
ESTADOS UNIDOS|TECUN UMAN|10/08/2012| 87042290|2002|CHEVROLET|C7500|7200|PESADO|CAMION FURGON |OCASIONAL|DIESEL|2|2|10|107049.71|12845.97|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
ESTADOS UNIDOS|TECUN UMAN|16/08/2012| 87043151|2006|MITSUBISHI|RAIDER LS BOUBLE CAB 4X2|3700|LIVIANO|PICK UP|OCASIONAL|GASOLINA|5|4|1|29903.45|3588.41|
JAPON|TECUN UMAN|16/08/2012| 87032369|2003|MAZDA|PROTEGE5 SPORT WAGON|2000|LIVIANO|CAMIONETILLA|OCASIONAL|GASOLINA|5|4|0|18765.42|2251.85|
COREA DEL SUR|EL CARMEN|16/08/2012| 87032363|2002|HYUNDAI|SANTA FE 4WD|2700|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|16175.73|1941.09|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|16/08/2012| 87032369|2007|NISSAN|VERSA|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|22512.2|2701.46|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|16/08/2012| 87032369|2010|MAZDA|3|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|36208.44|4345.01|
ESTADOS UNIDOS|EL CARMEN|16/08/2012| 87021080|1998|BLUE BIRD|TC2000|5900|PESADO|BUS|OCASIONAL|DIESEL|72|2|5|45352.41|5442.29|
ESTADOS UNIDOS|PUERTO BARRIOS|16/08/2012| 87032369|2003|VOLKSWAGEN|GOLF|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|14522.73|1742.73|
JAPON|TECUN UMAN|16/08/2012| 87032369|2008|MAZDA|3i|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|31477.73|3777.33|
ESTADOS UNIDOS|PUERTO BARRIOS|16/08/2012| 87032369|2008|TOYOTA|YARIS|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|24086.48|2890.38|
JAPON|TECUN UMAN|16/08/2012| 87032379|2007|MAZDA|CX-7 4X2|2300|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|53989.93|6478.79|
ESTADOS UNIDOS|PUERTO BARRIOS|16/08/2012| 87032470|2007|FORD|EXPLORER XLT ADVANCE TRAC|4000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|7|4|0|91756.91|11010.83|
JAPON|EL CARMEN|16/08/2012| 87043151|1986|TOYOTA|DLX X/C 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|20111.43|2413.37|
JAPON|CENTRAL DE GUATEMALA|20/08/2012| 87032369|2012|TOYOTA|COROLLA|1598|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|96133.41|11536.01|
JAPON|CENTRAL DE GUATEMALA|20/08/2012| 87032369|2012|TOYOTA|COROLLA|1598|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|96133.41|11536.01|
ESTADOS UNIDOS|EL CARMEN|16/08/2012| 87032369|2011|HONDA|CIVIC DX VP|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|52226.74|6267.21|
JAPON|EL CARMEN|16/08/2012| 87043151|1990|TOYOTA|DLX STD 4X4|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|31328.17|3759.38|
JAPON|EL CARMEN|16/08/2012| 87043151|1994|TOYOTA|DX X/CAB 4X2|3000|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|22472.85|2696.74|
JAPON|TECUN UMAN|16/08/2012| 87032369|2004|MAZDA|MAZDA3 S|2300|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|5|0|23102.56|2772.31|
JAPON|EL CARMEN|16/08/2012| 87043151|1992|TOYOTA|DLX X/C 4X4|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|38609.22|4633.11|
ESTADOS UNIDOS|EL CARMEN|16/08/2012| 87043151|1994|TOYOTA|DX 4X4 STD|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|21685.71|2602.29|
ESTADOS UNIDOS|TECUN UMAN|16/08/2012| 87163900|2001|UTILITY|SIN LINEA|0|PESADO|FURGON|OCASIONAL|OTROS|0|2|15|45811.55|10628.29|
JAPON|TECUN UMAN|16/08/2012| 87032369|2003|MAZDA|PROTEGE DX|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|25267.19|3032.06|
ESTADOS UNIDOS|PUERTO BARRIOS|16/08/2012| 87032369|2005|HONDA|CIVIC LX|1700|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|16608.65|1993.04|
ESTADOS UNIDOS|TECUN UMAN|16/08/2012| 87032369|2008|TOYOTA|COROLLA CE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|39624.63|4754.96|
CHECOSLOVAQUIA|CENTRAL DE GUATEMALA|22/08/2012| 87032369|2012|SKODA|FABIA HB ACTIVE 1.6 MT|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|82484.4|9898.13|
CHECOSLOVAQUIA|CENTRAL DE GUATEMALA|22/08/2012| 87032369|2012|SKODA|FABIA HB ACTIVE 1.6 MT|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|83987.84|10078.54|
COREA DEL SUR|EL CARMEN|16/08/2012| 87039000|2012|KIA|OPTIMA LX|2400|LIVIANO|AUTOMOVIL|OCASIONAL|OTROS|5|4|0|113236.86|13588.42|
BRASIL|EL CARMEN|16/08/2012| 87112090|2005|YAMAHA|TT-R125LW|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|1|0|0|8501.11|1020.13|
JAPON|TECUN UMAN|16/08/2012| 87032259|2003|HONDA|CIVIC HYBRID|1300|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|25267.19|3032.06|
TAILANDIA|PUERTO QUETZAL|20/08/2012| 87042159|2013|ISUZU|D-MAX|2499|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|3|2|1|303415.66|36409.88|
TAILANDIA|PUERTO QUETZAL|20/08/2012| 87042159|2013|ISUZU|D-MAX|2499|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|3|2|1|303415.66|36409.88|
TAILANDIA|PUERTO QUETZAL|20/08/2012| 87042159|2013|ISUZU|D-MAX|2499|LIVIANO|PICK UP|DISTRIBUIDOR|DIESEL|3|2|1|303415.66|36409.88|
JAPON|EL CARMEN|08/08/2012| 87043151|1994|TOYOTA|4X4 XTRA CAB DLX|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|25978.29|3117.39|
ESTADOS UNIDOS|PUERTO BARRIOS|09/08/2012| 87032373|2004|HONDA|CR-V REALTIME 4WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|32066.35|3847.96|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
CHINA|PUERTO QUETZAL|14/08/2012| 87112090|2013|FREEDOM|AVATAR|200|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|976117.53|117134.1|
